price,fuel_type,gear_type,Make,Year_of_manufacture,Condition,Mileage,Engine_size
3675000,Petrol,Automatic,Honda,2008,Local Used,283169.0,1500.0
3150000,Petrol,Manual,Toyota,2001,Local Used,3500.0,1800.0
2835000,Petrol,Manual,Hyundai,2008,Local Used,229384.0,1400.0
2100000,Petrol,Manual,Toyota,1993,Local Used,265201.0,2000.0
2940000,Petrol,Automatic,Honda,2003,Local Used,290002.0,2800.0
3045000,Petrol,Automatic,Honda,2006,Local Used,212741.0,3000.0
2835000,Petrol,Automatic,Lexus,2002,Local Used,205383.0,2000.0
4106250,Petrol,Automatic,Nissan,2005,Local Used,165525.0,1600.0
6187500,Petrol,Automatic,Toyota,2003,Local Used,92685.0,1800.0
3937500,Petrol,Automatic,Honda,2003,Local Used,548620.0,3000.0
2288000,Petrol,Automatic,Honda,1999,Local Used,106238.0,2200.0
2310000,Petrol,Automatic,Nissan,2004,Local Used,168578.0,2000.0
5250000,Petrol,Automatic,Suzuki,2007,Local Used,262550.0,2700.0
2625000,Petrol,Automatic,Mercedes-Benz,2001,Local Used,99999.0,2000.0
2415000,Petrol,Automatic,Ford,1996,Local Used,298035.0,4000.0
2808000,Petrol,Automatic,Toyota,1999,Local Used,325500.0,2000.0
2835000,Petrol,Automatic,Nissan,2004,Local Used,176496.0,3300.0
1890000,Petrol,Manual,Seat,1999,Local Used,12071.0,1600.0
2535750,Petrol,Automatic,Honda,2007,Local Used,167112.0,3000.0
5200000,Petrol,Automatic,Toyota,2005,Local Used,204400.0,1800.0
2572500,Petrol,Automatic,Honda,2007,Local Used,70404.0,3000.0
2310000,Petrol,Automatic,Honda,2002,Local Used,359114.0,2400.0
3150000,Petrol,Automatic,Honda,2005,Local Used,126585.0,3500.0
2415000,Petrol,Automatic,Toyota,1999,Local Used,432008.0,3000.0
1995000,Petrol,Automatic,Toyota,1998,Local Used,350000.0,2200.0
2100000,Petrol,Automatic,Toyota,1992,Local Used,242666.0,2000.0
2551500,Petrol,Automatic,Hyundai,2004,Local Used,230497.0,2700.0
2625000,Petrol,Manual,Nissan,2005,Foreign Used,216259.0,1200.0
3528000,Petrol,Automatic,Honda,2007,Local Used,498797.0,1800.0
2625000,Petrol,Automatic,Acura,2006,Local Used,54856.0,3700.0
4200000,Petrol,Automatic,BMW,2006,Local Used,227040.0,3000.0
3675000,Petrol,Automatic,Mercedes-Benz,2002,Foreign Used,75567.0,2000.0
5250000,Petrol,Automatic,Honda,2004,Local Used,159250.0,2400.0
2520000,Petrol,Automatic,Mercedes-Benz,2000,Local Used,228834.0,3500.0
3360000,Petrol,Automatic,Toyota,2004,Local Used,166642.0,2400.0
2100000,Petrol,Automatic,Honda,1997,Local Used,164169.0,2100.0
2100000,Petrol,Manual,Volkswagen,1999,Local Used,240069.0,1400.0
